utc	sat_x_km	sat_y_km	sat_z_km	sun_x_km	sun_y_km	sun_z_km	moon_x_km	moon_y_km	moon_z_km
2033-01-06 13:24:48	3110.37	-6165.23	-560.47	40737560	-129687741	-56215405	366597.5	-34433.3	3312.2
2033-01-06 13:34:05	6083.63	-3262.23	-588.09	40753779	-129683459	-56213550	366662	-33876.5	3505.7
2033-01-06 13:43:22	6868.22	814.39	-403.58	40769999	-129679175	-56211694	366725.5	-33319.6	3699.2
2033-01-06 13:52:40	5181.85	4598	-73.49	40786217	-129674890	-56209837	366788.1	-32762.6	3892.6
2033-01-06 14:01:57	1631.21	6727.37	283.12	40802436	-129670602	-56207979	366849.7	-32205.5	4086
2033-01-06 14:11:14	-2506.31	6436.46	537.59	40818653	-129666313	-56206121	366910.5	-31648.4	4279.5
2033-01-06 14:20:31	-5742.17	3829.92	598.15	40834870	-129662023	-56204262	366970.3	-31091.2	4472.9
2033-01-06 14:29:48	-6912.2	-154.47	442.93	40851087	-129657731	-56202402	367029.2	-30533.9	4666.3
2033-01-06 14:39:06	-5595.46	-4083.27	127.94	40867303	-129653437	-56200541	367087.1	-29976.5	4859.6
2033-01-06 14:48:23	-2265.64	-6543.02	-233.2	40883519	-129649141	-56198680	367144.2	-29419.1	5053
2033-01-06 14:57:40	1879.3	-6648.79	-510.22	40899733	-129644844	-56196818	367200.3	-28861.6	5246.4
2033-01-06 15:06:57	5348.16	-4362.56	-603.19	40915948	-129640545	-56194955	367255.5	-28304	5439.7
2033-01-06 15:16:14	6892.94	-506.84	-478.58	40932162	-129636244	-56193092	367309.8	-27746.4	5633
2033-01-06 15:25:31	5957.88	3531.2	-181.33	40948375	-129631942	-56191228	367363.1	-27188.7	5826.3
2033-01-06 15:34:49	2879.36	6298.81	181.33	40964588	-129627638	-56189363	367415.6	-26630.9	6019.6
2033-01-06 15:44:06	-1235.08	6800.3	478.58	40980800	-129623332	-56187497	367467.1	-26073.1	6212.9
2033-01-06 15:53:23	-4905.21	4855.27	603.19	40997012	-129619025	-56185631	367517.6	-25515.2	6406.1
2033-01-06 16:02:40	-6810.62	1163.5	510.22	41013223	-129614716	-56183764	367567.3	-24957.2	6599.4
2033-01-06 16:11:57	-6265.8	-2946.85	233.2	41029434	-129610405	-56181896	367616	-24399.2	6792.6
2033-01-06 16:21:14	-3466.75	-5996.99	-127.94	41045644	-129606093	-56180027	367663.8	-23841.1	6985.8
2033-01-06 16:30:32	579.54	-6889.59	-442.93	41061853	-129601779	-56178158	367710.7	-23283	7179
2033-01-06 16:39:49	4417.36	-5303.56	-598.15	41078062	-129597463	-56176288	367756.6	-22724.8	7372.1
2033-01-06 16:49:06	6665.98	-1809.49	-537.59	41094271	-129593146	-56174417	367801.7	-22166.6	7565.3
2033-01-06 16:58:23	6516.41	2335.55	-283.12	41110479	-129588827	-56172546	367845.8	-21608.3	7758.4
2033-01-06 17:07:40	4022.45	5640.31	73.49	41126686	-129584506	-56170674	367889	-21050	7951.5
2033-01-06 17:16:58	81.32	6915.86	403.58	41142893	-129580183	-56168801	367931.2	-20491.6	8144.6
2033-01-06 17:26:15	-3889.09	5703.31	588.09	41159099	-129575859	-56166927	367972.6	-19933.1	8337.6
2033-01-06 17:35:32	-6460.35	2438.91	560.47	41175305	-129571534	-56165053	368013	-19374.7	8530.6
2033-01-06 17:44:49	-6707.41	-1702.91	330.67	41191510	-129567206	-56163178	368052.5	-18816.1	8723.6
2033-01-06 17:54:06	-4541.36	-5232.05	-18.41	41207715	-129562877	-56161302	368091	-18257.6	8916.6
2033-01-06 18:03:23	-741.46	-6878.85	-360.85	41223919	-129558546	-56159425	368128.6	-17699	9109.6
2033-01-06 18:12:41	3325.22	-6050.87	-573.12	41240122	-129554214	-56157548	368165.4	-17140.3	9302.5
2033-01-06 18:21:58	6195.62	-3045.99	-578.65	41256325	-129549879	-56155670	368201.2	-16581.6	9495.4
2033-01-06 18:31:15	6837.05	1054.71	-375.45	41272528	-129545544	-56153791	368236	-16022.9	9688.3
2033-01-06 18:40:32	5018.73	4775.93	-36.81	41288730	-129541206	-56151912	368270	-15464.1	9881.2
2033-01-06 18:49:49	1394.83	6778.92	315.1	41304931	-129536867	-56150032	368303	-14905.3	10074
2033-01-06 18:59:07	-2730.91	6343.07	553.35	41321132	-129532526	-56148151	368335.1	-14346.5	10266.8
2033-01-06 19:08:24	-5874.18	3625.2	592	41337332	-129528183	-56146269	368366.2	-13787.6	10459.6
2033-01-06 19:17:41	-6904.14	-396.88	417.09	41353532	-129523839	-56144387	368396.5	-13228.7	10652.3
2033-01-06 19:26:58	-5450.21	-4276.14	91.73	41369731	-129519493	-56142504	368425.8	-12669.8	10845.1
2033-01-06 19:36:15	-2035.46	-6616.97	-266.72	41385930	-129515146	-56140620	368454.2	-12110.9	11037.8
2033-01-06 19:45:32	2111.6	-6577.23	-528.96	41402128	-129510796	-56138735	368481.7	-11551.9	11230.4
2033-01-06 19:54:50	5499	-4171.22	-600.39	41418325	-129506445	-56136850	368508.2	-10992.9	11423.1
2033-01-06 20:04:07	6908.06	-264.57	-455.24	41434522	-129502093	-56134964	368533.8	-10433.8	11615.7
2033-01-06 20:13:24	5831.83	3737.25	-145.88	41450719	-129497738	-56133077	368558.5	-9874.8	11808.2
2033-01-06 20:22:41	2657.49	6394.5	216.1	41466915	-129493382	-56131190	368582.3	-9315.7	12000.8
2033-01-06 20:31:58	-1472.95	6751.21	500.13	41483110	-129489025	-56129302	368605.2	-8756.6	12193.3
2033-01-06 20:41:16	-5073.5	4679.07	603.75	41499305	-129484665	-56127413	368627.1	-8197.5	12385.8
2033-01-06 20:50:33	-6848.79	923.57	489.58	41515499	-129480304	-56125523	368648.1	-7638.4	12578.2
2033-01-06 20:59:50	-6160.12	-3164.18	198.81	41531693	-129475942	-56123633	368668.2	-7079.2	12770.6
2033-01-06 21:09:07	-3255.23	-6113.53	-163.68	41547886	-129471577	-56121742	368687.3	-6520.1	12963
2033-01-06 21:18:24	820.81	-6863.43	-467.13	41564079	-129467211	-56119850	368705.6	-5960.9	13155.3
2033-01-06 21:27:41	4601.56	-5144.09	-602.07	41580271	-129462843	-56117957	368722.9	-5401.7	13347.7
2033-01-06 21:36:59	6726.85	-1574.1	-519.83	41596462	-129458474	-56116064	368739.3	-4842.5	13539.9
2033-01-06 21:46:16	6432.05	2562.18	-250.08	41612653	-129454103	-56114170	368754.8	-4283.3	13732.2
2033-01-06 21:55:33	3823.2	5776.65	109.89	41628844	-129449730	-56112276	368769.3	-3724.1	13924.4
2033-01-06 22:04:50	-161.13	6912.85	430.21	41645034	-129445356	-56110380	368782.9	-3164.9	14116.5
2033-01-06 22:14:07	-4087.52	5562.04	595.35	41661223	-129440980	-56108484	368795.6	-2605.7	14308.7
2033-01-06 22:23:24	-6543.37	2210.21	545.73	41677412	-129436602	-56106587	368807.4	-2046.5	14500.8
2033-01-06 22:32:42	-6645.15	-1936.76	299.25	41693600	-129432223	-56104689	368818.2	-1487.3	14692.8
2033-01-06 22:41:59	-4356.21	-5386.92	-55.17	41709788	-129427841	-56102791	368828.2	-928	14884.8
2033-01-06 22:51:16	-500.04	-6899.03	-389.7	41725975	-129423459	-56100892	368837.2	-368.8	15076.8
2033-01-06 23:00:33	3536.06	-5929.1	-583.64	41742161	-129419074	-56098992	368845.3	190.4	15268.8
2033-01-06 23:09:50	6300.02	-2826.08	-567.06	41758347	-129414688	-56097092	368852.4	749.6	15460.6
2033-01-06 23:19:08	6797.46	1293.64	-345.92	41774533	-129410300	-56095191	368858.7	1308.8	15652.5
2033-01-06 23:28:25	4849.39	4947.93	0	41790718	-129405911	-56093289	368864	1868	15844.3
2033-01-06 23:37:42	1156.65	6822.1	345.92	41806902	-129401519	-56091386	368868.4	2427.2	16036.1
2033-01-06 23:46:59	-2952.23	6241.9	567.06	41823086	-129397127	-56089482	368871.8	2986.4	16227.8
2033-01-06 23:56:16	-5999.03	3416.08	583.64	41839269	-129392732	-56087578	368874.4	3545.6	16419.5
2033-01-07 00:05:33	-6887.58	-638.71	389.7	41855452	-129388336	-56085673	368876	4104.8	16611.2
2033-01-07 00:14:51	-5298.21	-4463.69	55.17	41871634	-129383938	-56083768	368876.7	4663.9	16802.8
2033-01-07 00:24:08	-1802.7	-6682.76	-299.25	41887816	-129379538	-56081862	368876.5	5223	16994.4
2033-01-07 00:33:25	2341.38	-6497.59	-545.73	41903997	-129375137	-56079955	368875.4	5782.2	17185.9
2033-01-07 00:42:42	5643.14	-3974.81	-595.35	41920177	-129370734	-56078047	368873.3	6341.3	17377.4
2033-01-07 00:51:59	6914.69	-22.05	-430.21	41936357	-129366330	-56076138	368870.3	6900.4	17568.8
2033-01-07 01:01:17	5698.57	3938.62	-109.89	41952536	-129361924	-56074229	368866.4	7459.4	17760.2
2033-01-07 01:10:34	2432.28	6482.29	250.08	41968715	-129357516	-56072319	368861.6	8018.5	17951.5
2033-01-07 01:19:51	-1709.09	6693.83	519.83	41984894	-129353106	-56070408	368855.9	8577.5	18142.8
2033-01-07 01:29:08	-5235.61	4497.16	602.07	42001071	-129348695	-56068497	368849.2	9136.5	18334.1
2033-01-07 01:38:25	-6878.55	682.58	467.13	42017248	-129344282	-56066585	368841.6	9695.4	18525.3
2033-01-07 01:47:42	-6046.82	-3377.54	163.68	42033425	-129339867	-56064672	368833.1	10254.4	18716.4
2033-01-07 01:57:00	-3039.63	-6222.52	-198.81	42049601	-129335451	-56062759	368823.7	10813.3	18907.5
2033-01-07 02:06:17	1061.14	-6828.83	-489.58	42065777	-129331033	-56060844	368813.4	11372.2	19098.6
2033-01-07 02:15:34	4780.17	-4978.35	-603.75	42081952	-129326613	-56058929	368802.1	11931	19289.6
2033-01-07 02:24:51	6779.47	-1336.85	-500.13	42098126	-129322192	-56057014	368789.9	12489.8	19480.5
2033-01-07 02:34:08	6339.75	2785.58	-216.1	42114300	-129317769	-56055097	368776.8	13048.6	19671.4
2033-01-07 02:43:26	3619.18	5905.83	145.88	42130473	-129313344	-56053180	368762.8	13607.4	19862.3
2033-01-07 02:52:43	-403.47	6901.34	455.24	42146646	-129308918	-56051262	368747.8	14166.1	20053.1
2033-01-07 03:02:00	-4280.99	5413.99	600.39	42162818	-129304490	-56049343	368732	14724.8	20243.9
2033-01-07 03:11:17	-6618.37	1978.87	528.96	42178990	-129300060	-56047424	368715.2	15283.4	20434.6
2033-01-07 03:20:34	-6574.69	-2168.15	266.72	42195161	-129295629	-56045504	368697.5	15842	20625.2
2033-01-07 03:29:51	-4165.65	-5535.12	-91.73	42211331	-129291196	-56043583	368678.9	16400.5	20815.8
2033-01-07 03:39:09	-257.92	-6910.72	-417.09	42227501	-129286761	-56041661	368659.3	16959	21006.4
2033-01-07 03:48:26	3742.62	-5800.08	-592	42243670	-129282325	-56039739	368638.9	17517.5	21196.9
2033-01-07 03:57:43	6396.71	-2602.77	-553.35	42259839	-129277887	-56037816	368617.5	18075.9	21387.3
2033-01-07 04:07:00	6749.49	1530.9	-315.1	42276007	-129273447	-56035893	368595.2	18634.3	21577.7
2033-01-07 04:16:17	4674.02	5113.78	36.81	42292175	-129269006	-56033968	368572	19192.6	21768
2033-01-07 04:25:34	916.97	6856.88	375.45	42308342	-129264563	-56032043	368547.9	19750.9	21958.3
2033-01-07 04:34:52	-3170	6133.09	578.65	42324509	-129260118	-56030117	368522.8	20309.1	22148.5
2033-01-07 04:44:09	-6116.53	3202.84	573.12	42340675	-129255672	-56028190	368496.8	20867.2	22338.7
2033-01-07 04:53:26	-6862.55	-879.67	360.85	42356840	-129251223	-56026263	368470	21425.4	22528.8
2033-01-07 05:02:43	-5139.64	-4645.68	18.41	42373005	-129246774	-56024335	368442.2	21983.4	22718.8
2033-01-07 05:12:00	-1567.65	-6740.31	-330.67	42389170	-129242322	-56022406	368413.4	22541.4	22908.8
2033-01-07 05:21:18	2568.36	-6409.99	-560.47	42405333	-129237869	-56020477	368383.8	23099.3	23098.7
2033-01-07 05:30:35	5780.38	-3773.58	-588.09	42421497	-129233414	-56018546	368353.3	23657.2	23288.6
2033-01-07 05:39:52	6912.82	220.41	-403.58	42437659	-129228958	-56016616	368321.8	24215	23478.4
2033-01-07 05:49:09	5558.26	4135.09	-73.49	42453821	-129224500	-56014684	368289.4	24772.8	23668.2
2033-01-07 05:58:26	2204	6562.07	283.12	42469983	-129220040	-56012751	368256.1	25330.5	23857.9
2033-01-07 06:07:43	-1943.21	6628.24	537.59	42486144	-129215579	-56010818	368221.9	25888.1	24047.5
2033-01-07 06:17:01	-5391.34	4309.79	598.15	42502304	-129211115	-56008884	368186.8	26445.6	24237.1
2033-01-07 06:26:18	-6899.86	440.84	442.93	42518464	-129206651	-56006950	368150.7	27003.1	24426.6
2033-01-07 06:35:35	-5926.04	-3586.68	127.94	42534624	-129202184	-56005015	368113.8	27560.5	24616
2033-01-07 06:44:52	-2820.21	-6323.81	-233.2	42550782	-129197716	-56003079	368075.9	28117.9	24805.4
2033-01-07 06:54:09	1300.25	-6785.84	-510.22	42566940	-129193246	-56001142	368037.1	28675.2	24994.8
2033-01-07 07:03:27	4952.96	-4806.55	-603.19	42583098	-129188775	-55999204	367997.4	29232.4	25184
2033-01-07 07:12:44	6823.77	-1098.05	-478.58	42599255	-129184302	-55997266	367956.8	29789.5	25373.2
2033-01-07 07:22:01	6239.62	3005.47	-181.33	42615412	-129179827	-55995327	367915.2	30346.5	25562.3
2033-01-07 07:31:18	3410.64	6027.7	181.33	42631568	-129175350	-55993388	367872.8	30903.5	25751.4
2033-01-07 07:40:35	-645.39	6881.35	478.58	42647723	-129170872	-55991447	367829.4	31460.4	25940.4
2033-01-07 07:49:52	-4469.26	5259.32	603.19	42663878	-129166392	-55989506	367785.2	32017.2	26129.4
2033-01-07 07:59:10	-6685.25	1745.18	510.22	42680032	-129161911	-55987564	367740	32573.9	26318.2
2033-01-07 08:08:27	-6496.12	-2396.79	233.2	42696186	-129157428	-55985622	367693.9	33130.6	26507
2033-01-07 08:17:44	-3969.89	-5676.46	-127.94	42712339	-129152943	-55983678	367646.9	33687.1	26695.8
2033-01-07 08:27:01	-15.4	-6913.91	-442.93	42728491	-129148456	-55981734	367598.9	34243.6	26884.4
2033-01-07 08:36:18	3944.65	-5663.97	-598.15	42744643	-129143968	-55979790	367550.1	34800	27073
2033-01-07 08:45:36	6485.57	-2376.33	-537.59	42760795	-129139478	-55977844	367500.4	35356.3	27261.6
2033-01-07 08:54:53	6693.2	1766.2	-283.12	42776946	-129134987	-55975898	367449.7	35912.5	27450.1
2033-01-07 09:04:10	4492.83	5273.29	73.49	42793096	-129130493	-55973951	367398.1	36468.6	27638.4
2033-01-07 09:13:27	676.07	6883.21	403.58	42809246	-129125999	-55972004	367345.6	37024.6	27826.8
2033-01-07 09:22:44	-3383.94	6016.78	588.09	42825395	-129121502	-55970055	367292.2	37580.6	28015
2033-01-07 09:32:01	-6226.55	2985.73	560.47	42841543	-129117004	-55968106	367237.9	38136.4	28203.2
2033-01-07 09:41:19	-6829.06	-1119.47	330.67	42857691	-129112504	-55966156	367182.7	38692.2	28391.3
2033-01-07 09:50:36	-4974.69	-4821.89	-18.41	42873839	-129108002	-55964206	367126.6	39247.8	28579.4
2033-01-07 09:59:53	-1330.58	-6789.54	-360.85	42889986	-129103499	-55962255	367069.6	39803.3	28767.4
2033-01-07 10:09:10	2792.26	-6314.54	-573.12	42906132	-129098994	-55960303	367011.6	40358.8	28955.3
2033-01-07 10:18:27	5910.55	-3567.78	-578.65	42922278	-129094488	-55958350	366952.8	40914.1	29143.1
2033-01-07 10:27:44	6902.44	462.52	-375.45	42938423	-129089979	-55956397	366893	41469.4	29330.8
2033-01-07 10:37:02	5411.05	4326.4	-36.81	42954568	-129085469	-55954443	366832.3	42024.5	29518.5
2033-01-07 10:46:19	1972.93	6633.76	315.1	42970712	-129080958	-55952488	366770.7	42579.5	29706.1
2033-01-07 10:55:36	-2175.01	6554.52	553.35	42986855	-129076445	-55950532	366708.3	43134.4	29893.7
2033-01-07 11:04:53	-5540.48	4117.18	592	43002998	-129071930	-55948576	366644.9	43689.2	30081.1
2033-01-07 11:14:10	-6912.68	198.64	417.09	43019141	-129067413	-55946619	366580.5	44243.9	30268.5
2033-01-07 11:23:28	-5797.93	-3791.33	91.73	43035282	-129062895	-55944661	366515.3	44798.5	30455.8
2033-01-07 11:32:45	-2597.25	-6417.3	-266.72	43051424	-129058375	-55942703	366449.2	45353	30643.1
2033-01-07 11:42:02	1537.85	-6734.52	-528.96	43067564	-129053853	-55940743	366382.2	45907.3	30830.2
2033-01-07 11:51:19	5119.71	-4628.9	-600.39	43083704	-129049330	-55938784	366314.3	46461.6	31017.3
2033-01-07 12:00:36	6859.68	-857.97	-455.24	43099844	-129044805	-55936823	366245.4	47015.7	31204.3
2033-01-07 12:09:53	6131.77	3221.6	-145.88	43115983	-129040279	-55934862	366175.7	47569.7	31391.2
2033-01-07 12:19:11	3197.83	6142.13	216.1	43132121	-129035750	-55932899	366105	48123.6	31578.1
2033-01-07 12:28:28	-886.6	6852.91	500.13	43148259	-129031220	-55930937	366033.5	48677.4	31764.8
2033-01-07 12:37:45	-4652.09	5098.25	603.75	43164396	-129026689	-55928973	365961	49231	31951.5
2033-01-07 12:47:02	-6743.92	1509.43	489.58	43180533	-129022156	-55927009	365887.6	49784.5	32138.1
2033-01-07 12:56:19	-6409.52	-2622.41	198.81	43196669	-129017621	-55925044	365813.3	50337.9	32324.6
2033-01-07 13:05:37	-3769.18	-5810.77	-163.68	43212805	-129013084	-55923078	365738.2	50891.2	32511.1
2033-01-07 13:14:54	227.22	-6908.6	-467.13	43228940	-129008546	-55921112	365662.1	51444.4	32697.4
2033-01-07 13:24:11	4141.89	-5520.94	-602.07	43245074	-129004006	-55919145	365585.1	51997.4	32883.7
2033-01-07 13:33:28	6566.47	-2147.06	-519.83	43261208	-128999464	-55917177	365507.2	52550.3	33069.9
2033-01-07 13:42:45	6628.65	1999.25	-250.08	43277341	-128994921	-55915208	365428.4	53103	33256
2033-01-07 13:52:02	4306.06	5426.27	109.89	43293474	-128990376	-55913239	365348.7	53655.6	33442.1
2033-01-07 14:01:20	434.26	6901.08	430.21	43309606	-128985829	-55911269	365268.1	54208.1	33628
2033-01-07 14:10:37	-3593.79	5893.12	595.35	43325737	-128981281	-55909298	365186.6	54760.5	33813.9
2033-01-07 14:19:54	-6328.93	2765.02	545.73	43341868	-128976731	-55907327	365104.2	55312.7	33999.7
2033-01-07 14:29:11	-6787.15	-1357.81	299.25	43357999	-128972179	-55905354	365020.9	55864.8	34185.4
2033-01-07 14:38:28	-4803.56	-4992.13	-55.17	43374129	-128967626	-55903382	364936.7	56416.7	34371
2033-01-07 14:47:45	-1091.79	-6830.42	-389.7	43390258	-128963071	-55901408	364851.6	56968.5	34556.5
2033-01-07 14:57:03	3012.79	-6211.36	-583.64	43406387	-128958515	-55899434	364765.6	57520.1	34742
2033-01-07 15:06:20	6033.49	-3357.67	-567.06	43422515	-128953956	-55897458	364678.7	58071.7	34927.3
2033-01-07 15:15:37	6883.55	703.97	-345.92	43438642	-128949396	-55895483	364590.9	58623	35112.6
2033-01-07 15:24:54	5257.13	4512.33	0	43454769	-128944835	-55893506	364502.2	59174.2	35297.8
2033-01-07 15:34:11	1739.35	6697.28	345.92	43470896	-128940271	-55891529	364412.6	59725.3	35482.9
2033-01-07 15:43:29	-2404.22	6472.77	567.06	43487021	-128935706	-55889551	364322.1	60276.2	35667.9
2033-01-07 15:52:46	-5682.85	3919.58	583.64	43503147	-128931140	-55887572	364230.7	60827	35852.8
2033-01-07 16:02:03	-6916.99	-43.72	389.7	43519271	-128926572	-55885593	364138.4	61377.6	36037.6
2033-01-07 16:11:20	-5662.63	-3991.26	55.17	43535395	-128922002	-55883613	364045.2	61928.1	36222.4
2033-01-07 16:20:37	-2371.02	-6502.87	-299.25	43551519	-128917430	-55881632	363951.1	62478.4	36407
2033-01-07 16:29:54	1773.63	-6674.95	-545.73	43567642	-128912857	-55879650	363856.1	63028.6	36591.6
2033-01-07 16:39:12	5280.21	-4445.62	-595.35	43583764	-128908282	-55877668	363760.3	63578.6	36776
2033-01-07 16:48:29	6887.15	-616.92	-430.21	43599886	-128903705	-55875685	363663.5	64128.4	36960.4
2033-01-07 16:57:46	6016.33	3433.7	-109.89	43616007	-128899127	-55873701	363565.8	64678.1	37144.7
2033-01-07 17:07:03	2981.01	6248.97	250.08	43632128	-128894547	-55871717	363467.2	65227.6	37328.9
2033-01-07 17:16:20	-1126.8	6816.06	519.83	43648248	-128889965	-55869731	363367.8	65777	37513
2033-01-07 17:25:38	-4829.25	4930.97	602.07	43664367	-128885382	-55867745	363267.4	66326.2	37697
2033-01-07 17:34:55	-6794.31	1271.9	467.13	43680486	-128880797	-55865759	363166.1	66875.2	37880.9
2033-01-07 17:44:12	-6315	-2844.73	163.68	43696605	-128876210	-55863771	363064	67424.1	38064.7
2033-01-07 17:53:29	-3563.76	-5937.9	-198.81	43712722	-128871622	-55861783	362960.9	67972.8	38248.4
2033-01-07 18:02:46	469.64	-6894.8	-489.58	43728840	-128867032	-55859795	362857	68521.3	38432.1
2033-01-07 18:12:03	4334.09	-5371.19	-603.75	43744956	-128862440	-55857805	362752.2	69069.7	38615.6
2033-01-07 18:21:21	6639.31	-1915.22	-500.13	43761072	-128857847	-55855815	362646.5	69617.9	38799.1
2033-01-07 18:30:38	6555.92	2229.76	-216.1	43777188	-128853252	-55853824	362539.8	70165.9	38982.4
2033-01-07 18:39:55	4113.91	5572.52	145.88	43793303	-128848656	-55851832	362432.3	70713.7	39165.6
2033-01-07 18:49:12	191.84	6910.46	455.24	43809417	-128844057	-55849840	362323.9	71261.4	39348.8
2033-01-07 18:58:29	-3799.28	5762.26	600.39	43825531	-128839457	-55847847	362214.6	71808.9	39531.8
2033-01-07 19:07:47	-6423.56	2541	528.96	43841644	-128834856	-55845853	362104.5	72356.2	39714.8
2033-01-07 19:17:04	-6736.86	-1594.41	266.72	43857756	-128830252	-55843858	361993.4	72903.4	39897.7
2033-01-07 19:26:21	-4626.45	-5156.17	-91.73	43873868	-128825648	-55841863	361881.4	73450.3	40080.4
2033-01-07 19:35:38	-851.58	-6862.9	-417.09	43889980	-128821041	-55839867	361768.6	73997.1	40263.1
2033-01-07 19:44:55	3229.69	-6100.59	-592	43906091	-128816433	-55837870	361654.8	74543.7	40445.6
2033-01-07 19:54:12	6149.04	-3143.51	-553.35	43922201	-128811823	-55835873	361540.2	75090.1	40628.1
2033-01-07 20:03:30	6856.18	944.48	-315.1	43938311	-128807211	-55833874	361424.7	75636.3	40810.5
2033-01-07 20:12:47	5096.68	4692.66	36.81	43954420	-128802598	-55831875	361308.3	76182.4	40992.7
2033-01-07 20:22:04	1503.55	6752.55	375.45	43970528	-128797983	-55829876	361191	76728.2	41174.9
2033-01-07 20:31:21	-2630.54	6383.1	578.65	43986636	-128793366	-55827875	361072.8	77273.9	41356.9
2033-01-07 20:40:38	-5818.27	3717.24	573.12	44002743	-128788748	-55825874	360953.8	77819.3	41538.9
2033-01-07 20:49:55	-6912.78	-285.94	360.85	44018850	-128784128	-55823873	360833.8	78364.6	41720.8
2033-01-07 20:59:13	-5520.31	-4186.22	18.41	44034956	-128779506	-55821870	360713	78909.7	41902.5
2033-01-07 21:08:30	-2141.78	-6580.42	-330.67	44051062	-128774883	-55819867	360591.3	79454.6	42084.2
2033-01-07 21:17:47	2007.31	-6607.21	-560.47	44067167	-128770258	-55817863	360468.6	79999.3	42265.7
2033-01-07 21:27:04	5434.25	-4256.95	-588.09	44083272	-128765632	-55815858	360345.2	80543.8	42447.1
2033-01-07 21:36:21	6906.15	-375.2	-403.58	44099375	-128761003	-55813853	360220.8	81088.1	42628.5
2033-01-07 21:45:39	5893.44	3641.5	-73.49	44115479	-128756374	-55811847	360095.5	81632.2	42809.7
2033-01-07 21:54:56	2760.44	6348.1	283.12	44131581	-128751742	-55809840	359969.4	82176.1	42990.8
2033-01-07 22:04:13	-1365.69	6770.85	537.59	44147684	-128747109	-55807832	359842.4	82719.8	43171.9
2033-01-07 22:13:30	-5000.52	4757.69	598.15	44163785	-128742474	-55805824	359714.5	83263.3	43352.8
2033-01-07 22:22:47	-6836.34	1032.89	442.93	44179886	-128737837	-55803815	359585.7	83806.6	43533.6
2033-01-07 22:32:04	-6212.67	-3063.49	127.94	44195986	-128733199	-55801805	359456	84349.6	43714.3
2033-01-07 22:41:22	-3353.87	-6057.7	-233.2	44212086	-128728559	-55799795	359325.5	84892.5	43894.9
2033-01-07 22:50:39	711.56	-6872.55	-510.22	44228185	-128723917	-55797784	359194	85435.2	44075.4
2033-01-07 22:59:56	4521.02	-5214.89	-603.19	44244284	-128719274	-55795772	359061.7	85977.6	44255.7
2033-01-07 23:09:13	6703.98	-1681.11	-478.58	44260382	-128714629	-55793759	358928.5	86519.9	44436
2033-01-07 23:18:30	6475.07	2457.46	-181.33	44276480	-128709983	-55791746	358794.5	87061.9	44616.2
2033-01-07 23:27:48	3916.63	5711.89	181.33	44292576	-128705335	-55789732	358659.5	87603.7	44796.2
2033-01-07 23:37:05	-50.91	6911.36	478.58	44308673	-128700685	-55787717	358523.7	88145.3	44976.1
2033-01-07 23:46:22	-4000.16	5624.36	603.19	44324768	-128696033	-55785701	358387	88686.7	45156
2033-01-07 23:55:39	-6510.3	2313.93	510.22	44340864	-128691380	-55783685	358249.4	89227.9	45335.7
2033-01-08 00:04:56	-6678.25	-1828.96	233.2	44356958	-128686725	-55781668	358110.9	89768.8	45515.3
2033-01-08 00:14:13	-4443.58	-5313.83	-127.94	44373052	-128682069	-55779651	357971.6	90309.6	45694.8
2033-01-08 00:23:31	-610.24	-6886.94	-442.93	44389145	-128677410	-55777632	357831.4	90850.1	45874.2
2033-01-08 00:32:48	3442.68	-5982.37	-598.15	44405238	-128672750	-55775613	357690.3	91390.4	46053.5
2033-01-08 00:42:05	6257.05	-2925.56	-537.59	44421330	-128668089	-55773593	357548.3	91930.4	46232.6
2033-01-08 00:51:22	6820.35	1183.75	-283.12	44437422	-128663426	-55771573	357405.5	92470.3	46411.7
2033-01-08 01:00:39	4929.9	4867.16	73.49	44453513	-128658761	-55769552	357261.8	93009.9	46590.6
2033-01-08 01:09:57	1265.81	6799.52	403.58	44469604	-128654094	-55767530	357117.2	93549.3	46769.4
2033-01-08 01:19:14	-2853.69	6285.63	588.09	44485693	-128649426	-55765507	356971.8	94088.4	46948.1
2033-01-08 01:28:31	-5946.56	3510.4	560.47	44501783	-128644756	-55763483	356825.4	94627.3	47126.7
2033-01-08 01:37:48	-6900.05	-527.73	330.67	44517871	-128640085	-55761459	356678.2	95166	47305.2
2033-01-08 01:47:05	-5371.13	-4375.98	-18.41	44533959	-128635412	-55759434	356530.2	95704.5	47483.5
2033-01-08 01:56:22	-1909.83	-6649.88	-360.85	44550047	-128630737	-55757409	356381.2	96242.7	47661.8
2033-01-08 02:05:40	2238.58	-6531.37	-573.12	44566134	-128626060	-55755383	356231.4	96780.7	47839.9
2033-01-08 02:14:57	5581.65	-4063.11	-578.65	44582220	-128621382	-55753355	356080.7	97318.5	48017.9
2033-01-08 02:24:14	6916.64	-133.1	-375.45	44598306	-128616703	-55751328	355929.2	97856	48195.8
2033-01-08 02:33:31	5763.24	3844.77	-36.81	44614391	-128612021	-55749299	355776.8	98393.2	48373.6
2033-01-08 02:42:48	2536.4	6439.41	315.1	44630476	-128607338	-55747270	355623.5	98930.3	48551.2
2033-01-08 02:52:05	-1602.98	6717.35	553.35	44646560	-128602653	-55745240	355469.3	99467.1	48728.8
2033-01-08 03:01:23	-5165.68	4578.63	592	44662643	-128597967	-55743210	355314.3	100003.6	48906.2
